http://www.bgmea.com.bd/member/details/139,"Sharaka Industries Ltd.",citechco.net,"Dr. Mohd. Athar Uddin"
http://www.bgmea.com.bd/member/details/140,"Sun Bird Garments Ind. (Pvt.) Ltd.","bd com.com","Abdul Kader"
http://www.bgmea.com.bd/member/details/141,"Shoronika Fashion Wear Inds. Ltd.",bol-online.com,"Rizwan Ahmed"
http://www.bgmea.com.bd/member/details/142,"Fashions Ltd.",gmail.com,"Architect Zakariul Islam"
http://www.bgmea.com.bd/member/details/143,"Associated Garments Ltd","","Mohammad Taslim Akhter"
http://www.bgmea.com.bd/member/details/144,"City Apparels Int. Ltd.",dhaka.net,"M. Nurul Amin"
http://www.bgmea.com.bd/member/details/145,"Paradise Fashions (Pvt). Ltd.",paradisegroup.com.bd,"Md. Mobarak Hossain"
http://www.bgmea.com.bd/member/details/146,"J.B. Garments Ltd.",dhakacom.com,"Intezar Ahmed"
http://www.bgmea.com.bd/member/details/147,"Roma Garments & Textiles (Pvt) Ltd.","","K.A.B.M. Nurul Alam"
http://www.bgmea.com.bd/member/details/148,"Tulip Garments Ltd.",concorde.bangla.net,"Sabrina Islam"
http://www.bgmea.com.bd/member/details/149,"Russel Garments",russelgroup.com,"Akkas Uddin Mollah"
http://www.bgmea.com.bd/member/details/150,"Miswar Hosiery Mills (P) Ltd.",dekko.net.bd,"Shameem Ahmed"
http://www.bgmea.com.bd/member/details/151,"Master Garments Ltd.",dhaka.net,"Mahbubur Rahman"
http://www.bgmea.com.bd/member/details/152,"Milan Apparels Ltd.",citechco.net,"Majidur Rahman"
http://www.bgmea.com.bd/member/details/153,"Envoy Garments Ltd.",envoy-group.com,"Abdus Salam Murshedy"
http://www.bgmea.com.bd/member/details/154,"Eve Garments Ltd.",bangla.net,"A.D.M. Nurul Mowla"
http://www.bgmea.com.bd/member/details/155,"Sterling Garments Ltd.",sterlinggroupbd.com,"Md. Sirajul Huq"
http://www.bgmea.com.bd/member/details/156,"Evershine Ltd.",supershinebd.com,"Syed Abdullah Al-Amin"
http://www.bgmea.com.bd/member/details/157,"Sincere Garments Ltd.",dhaka.net,"Liaquat Hossain Khan"
http://www.bgmea.com.bd/member/details/158,"The Dacca Dying Garments Ltd.",palmalgarments.com,"Engr. Md. Nurul Haque Sikder"
http://www.bgmea.com.bd/member/details/159,"Rouf & Brothers Garments Ltd.",bangla.net,"Gazi Md. Shahnawaz"
http://www.bgmea.com.bd/member/details/160,"Melody Garments Ltd.",bdcom.com,"Engr. Aminur Rahman Khan"
http://www.bgmea.com.bd/member/details/161,"Uranus Apparel (Pvt.) Ltd.",gamail.com,"Zulfiquar Ali Bhuiyan"
http://www.bgmea.com.bd/member/details/162,"Crescent Trade Intl. Ltd.","","M. Sazzad Alim"
http://www.bgmea.com.bd/member/details/163,"Seven Seas Garments Ltd.","","Rafiqul Islam"
http://www.bgmea.com.bd/member/details/164,"Asha Garments Ltd",dekko.net.bd,"K.M. Zaman (Romel)"
http://www.bgmea.com.bd/member/details/165,"Hamid & Sons Ltd",bttb.net,"Sk. Abdul Hamid"
http://www.bgmea.com.bd/member/details/166,"Atlantic Garments Ltd.",siriousbb.com,"Abdullah Hassan (Shaheen)"
http://www.bgmea.com.bd/member/details/167,"Orchid Garments Ltd.",appexfair.com,"Tipu Munshi"
http://www.bgmea.com.bd/member/details/168,"Miami Garments",proshikanet.com,"Ismat Hayat Khan"
http://www.bgmea.com.bd/member/details/169,"Cambridge Garments Ltd.",ailbd.net,"Abdul Hamid"
http://www.bgmea.com.bd/member/details/170,"The Immaculate (Pvt.) Ltd.",immaculateltd.com,"Kazi Iftikhar Ahmed"
http://www.bgmea.com.bd/member/details/171,"The Best Denim Apparel Ltd. (Unit-1)",citechco.net,"Anwar Hossain Mojumder"
http://www.bgmea.com.bd/member/details/172,"General Garments Ltd.",bijoy.net,"Md. Israfil Atique"
http://www.bgmea.com.bd/member/details/173,"Aukson Garments Ltd.","","Ejaz Ahmed"
http://www.bgmea.com.bd/member/details/174,"Levies Garments (Pvt). Ltd.",fairknitting.com,"R. H. Hashamee"
http://www.bgmea.com.bd/member/details/175,"Desh Bangla Fashions Ltd.","","Muhammed Elias"
http://www.bgmea.com.bd/member/details/176,"Shanta Garments Int'l Ltd.","","Mallik Shamsul Arefin"
http://www.bgmea.com.bd/member/details/177,"Seamens Garments Ltd.",accesstel.net,"ABM Nasiruddin Sarker"
http://www.bgmea.com.bd/member/details/178,"Sun Garments",dhaka.net,"Bipul Kumar Dey"
http://www.bgmea.com.bd/member/details/179,"Binni Garments Ltd",agnionline.com,"Lutfur Rahman"
http://www.bgmea.com.bd/member/details/180,"Medlar Garments Ltd.",sinha-medlar.com,"Arifur Rahman Sinha"
http://www.bgmea.com.bd/member/details/181,"East West Fashion Garments Ltd.",eastwestindpark.com,"Mohammed Harun-Ar-Rashid"
http://www.bgmea.com.bd/member/details/182,"Rupashi Garments Ltd.",fortuna-group.com,"Engr. M. Abu Taher"
http://www.bgmea.com.bd/member/details/183,"Garmex Limited",bdmail.net,"Mustafizur Rahman"
http://www.bgmea.com.bd/member/details/184,"Dawn Garments And Textiles Ltd.",bol.com,"M.A. Khaleque"
http://www.bgmea.com.bd/member/details/185,"Global Fashion Garments Ltd.",azimgroup.com,"Mohammad Fazlul Azim"
http://www.bgmea.com.bd/member/details/186,"The 'M' Garment Inds. (Pvt.) Ltd.","","Syeda Mahfuza Mansura Begum"
http://www.bgmea.com.bd/member/details/187,"Jako Garments","","F.M. Abu Bakar"
http://www.bgmea.com.bd/member/details/188,"Ehsan Garments Ltd.",triton.kaifnet.com,"Engr. Nazmul Ahsan Khaled"
http://www.bgmea.com.bd/member/details/189,"Chemisere (Pvt) Ltd.",spaninn.com,"Md. Motaleb Miah"
http://www.bgmea.com.bd/member/details/190,"Voyager Garments Ltd.",voyagergroup-bd.com,"Md. Shahadat Hussain"
http://www.bgmea.com.bd/member/details/191,"Ayesha Enterprise (Garments) Ltd.",dekko.net.bd,"Enayet Ullah Khan"
http://www.bgmea.com.bd/member/details/192,"Utah Garments Ltd.",utahgroup.net,"A. Razzak Sattar"
http://www.bgmea.com.bd/member/details/193,"Gemmy Garments Ltd.",bdcom.com,"A.K.M. Ashrafuzzaman Mukul"
http://www.bgmea.com.bd/member/details/194,"Aparupa Garments Inds. Ltd",agni.com,"Iqbal Ahmed"
http://www.bgmea.com.bd/member/details/195,"Beat Garments Ltd.",bdmail.net,"A.R. Rushdi"
http://www.bgmea.com.bd/member/details/196,"Simco Bangladesh Ltd.",simcocorp.com,"Muzaffar Uddin Siddique"
http://www.bgmea.com.bd/member/details/197,"Savar Garments Ltd.",bdonline.com,"Md. Ataur Rahman"
http://www.bgmea.com.bd/member/details/198,"Fashrobe Garments Ltd.",bangla.net,"A. Rashid Majumder"
http://www.bgmea.com.bd/member/details/199,"World Fashions Ltd.",bttb.net.bd,"Shafiqur Rahman"
http://www.bgmea.com.bd/member/details/200,"Azim & Sons (Pvt.) Ltd.",dekko.net.bd,"Syed Iqbal Azim"
http://www.bgmea.com.bd/member/details/201,"Century Fashion Wear (Pvt) Ltd.",dhaka.net,"S.M. Azizur Rahman"
http://www.bgmea.com.bd/member/details/202,"Prince Fashionwear Ltd.","","Al-Haj M.A. Rafique"
http://www.bgmea.com.bd/member/details/203,"Doreen Garments Ltd.",bangla.net,"Nur-E-Alam Siddique"
http://www.bgmea.com.bd/member/details/204,"Urmi Garments Ltd.",urmigroup.net,"Asif Ashraf"
http://www.bgmea.com.bd/member/details/205,"Dalia Garments Ltd.","","Md. Wahidul Islam"
http://www.bgmea.com.bd/member/details/206,"Alif Garments Ltd","","Azizul Islam"
http://www.bgmea.com.bd/member/details/207,"Jaycee Fashions (Pvt.) Ltd.",bdmail.net,"A.N.M. Bahaul Huq"
http://www.bgmea.com.bd/member/details/208,"Jonaki Garments Ltd.","","A.K.M. Anwarul Haq"
http://www.bgmea.com.bd/member/details/209,"Swan Garments (Pvt.) Ltd.",swan-g.com,"Ming Yuen Hon"
http://www.bgmea.com.bd/member/details/210,"Rene And Shelley Ltd.",bdonline.com,"Nurjahan Alam"
