factory_name,oc id,oc name
Gulf Knitting and Textile Ltd.,/companies/bd/C-61264,Gulf Knitting and Textile Ltd.
Olio Apparels Limited,/companies/bd/C-49519,Olio Apparels Limited
Trouser World (Pvt) Ltd.,,
M.F. Apparels,,
CDF Design (BD),,
Safaa Sweaters Ltd.,/companies/bd/C-64706,Safaa Sweaters Ltd.
Advance World Ltd.,,
Barobi Tex Limited,/companies/bd/C-59208,Barobi Tex Limited
Amazing Fashions Ltd.,,
Boston Design Ltd.,/companies/bd/C-51015,Boston Design Ltd.
Nirzhor Knitwear Ltd.,,
Huda Wintry Fashions Ltd.,/companies/bd/C-51454,Huda Wintry Fashions Ltd.
Shadhin Garments (Pvt.) Ltd.,,
Afrinad Knit Inds. Ltd.,,
Kims Corporation Ltd.,/companies/bd/C-62650,Kims Corporation Ltd.
Al-Tahsin Apparels Ltd.,,
Shoaib Apparels Ltd.,,
South West Composite Ltd.,,
Aster Apparels Limited,/companies/bd/C-62712,Aster Apparels Limited
Tahmina Denim Ltd.,,
Abu Apparels Limited,/companies/bd/C-64795,Abu Apparels Limited
Zaara Composite Textiles Limited,/companies/bd/C-57081,Zaara Composite Textiles Limited
Astro Knitwear Ltd.,,
Your Fashion Sweater Ltd.,/companies/bd/C-52050,Your Fashion Sweater Ltd.
Merchandising Fashion Ltd.,,
Unicom Knit Apparels Ltd.,/companies/bd/C-51022,Unicom Knit Apparels Ltd.
Jazz Sweaters Ltd.,/companies/bd/65752,Jazz Sweaters Ltd.
Toyeabia Apparels Ldt.,/companies/bd/C-62638,Toyeabia Apparels Ldt.
Knit & Knitwears Ltd.,,
Robin Garments Ltd.,,
AB Mart Fashionwear Ltd.,,
Diadem Sweaters Ltd.,,
Farshe Dyeing Ltd.,,
Root Apparels Ltd.,,
Spring Trade Ltd.,,
Feroja Apparels,,
M.M. Composite Knit Ltd.,,
Eminent Fashion Ltd.,,
Fresh Fashion Wear Ltd.,,
Kento Asia Limited,/companies/bd/C-38257,Kento Asia Limited
Lida Textile & Dyeing Ltd.,/companies/bd/C-60389,Lida Textile & Dyeing Ltd.
Pabna Export Wear Ltd.,,
Mim Design Limited,/companies/bd/C-58648,Mim Design Limited
Dastagir Apparels (Pvt.) Ltd.,,
Energypac Fashions Ltd.,,
Islam Knit Designs Limited,/companies/bd/C-57941,Islam Knit Designs Limited
D.G. Knitting Co.,,
Shakura Fashion Ltd.,,
Acumen Garments Ltd.,/companies/bd/C-62223,Acumen Garments Ltd.
Cutting Edge Garments Factory Ltd.,/companies/bd/64073,Cutting Edge Garments Factory Ltd.
T.S.R. Fashion and Design Ltd.,/companies/bd/C-56292,T.S.R. Fashion and Design Ltd.
Sumaiya Fibres Ltd.,,
Euro Jeans Ltd.,/companies/bd/65650,Euro Jeans Ltd.
Camlet Fashions Ltd.,/companies/bd/C-63849,Camlet Fashions Ltd.
Tahmina Knitwear Ltd.,,
Selina Apparels Ltd.,,
Nextgen Style Ltd.,,
Bangla Poshak Ltd.,,
Valmont Fashions Ltd,/companies/bd/C-62618,Valmont Fashions Ltd
ENZO DESIGNS LIMITED,/companies/bd/C-66904,ENZO DESIGNS LIMITED
Cortz Apparels Ltd.,,
Win Sweater (Bd) Ltd.,/companies/bd/C-51490,Win Sweater (Bd) Ltd.
Oh Sung Textile Ltd.,/companies/bd/C-53076,Oh Sung Textile Ltd.
Golden Rain Attires Ltd.,/companies/bd/65435,Golden Rain Attires Ltd.
Amanat Fabrics Ltd.,/companies/bd/66081,Amanat Fabrics Ltd.
Smile Apparels Ltd.,,
Ukn Apparels Limited.,/companies/bd/C-60377,Ukn Apparels Limited.
BLOOMINGTEX LTD.,/companies/bd/C-66646,BLOOMINGTEX LTD.
Akh Shirts Ltd.,/companies/bd/C-64459,Akh Shirts Ltd.
Amichi Apparels Ltd.,,
Natural Denims Ltd.,,
D.A. Knit & Fashion Wear,,
Knitex Dresses Ltd.,,
Cordial Design Ltd.,,
Matrix Sweaters Ltd.,,
tuba garments ltd,/companies/bd/C-56747,tuba garments ltd
Comfort Wear International Ltd.,,
T.M.S. Fashions Ltd.,/companies/bd/66686,T.M.S. Fashions Ltd.
Adorn Knitwear Ltd.,/companies/bd/C-66020aaaaaaaa,Adorn Knitwear Ltd.
Balaka Stitch (Pvt) Ltd.,,
Alpha Knit Apparels Ltd.,,
Eco Inamori Fashions Ltd.,/companies/bd/66180,Eco Inamori Fashions Ltd.
Versatile Apparel (Pvt.) Limited,/companies/bd/C-61438,Versatile Apparel (Pvt.) Limited
International Classic Composite Ltd.,,
Hamsa Sweater Ltd.,/companies/bd/C-64282,Hamsa Sweater Ltd.
Minarva Exports,,
Best Shirts Ltd.,/companies/bd/C-64394,Best Shirts Ltd.
Way Mart Apparels Ltd.,/companies/bd/C-64335,Way Mart Apparels Ltd.
Water Denim Ltd.,,
Friends Stylewear Ltd.,,
Mesh Exports House (Pvt.) Ltd.,/companies/bd/C-65463,Mesh Exports House (Pvt.) Ltd.
Aleaya Sweater Ltd.,/companies/bd/C-57537,Aleaya Sweater Ltd.
Sweatertech Ltd.,,
Mahdeen Sweaters Ltd.,,
Nodetex Fashions Ltd.,,
Fateha Apparels Ltd.,,
Needle Drop Ltd.,,
Primordial Ltd.,,
Zabid Fashion Ltd.,/companies/bd/C-63289,Zabid Fashion Ltd.
Naab Fashions Ltd.,,
Pink Dragon Textile Ltd.,,
Jams Apparels (Pvt.) Ltd.,,
ABL Design & Fashion,,
Saturn Textiles Ltd.,,
La-Belle Design (Pvt.) Ltd.,,
Assertion Designers Ltd.,,
Feiyue Fashions Ltd.,,
Khalifa Apparels Ltd.,,
Magpie Composite Textile Ltd.,,
Apparel 21 Ltd.,/companies/bd/C-41780,Apparel 21 Ltd.
Valmont Sweaters Ltd.,/companies/bd/C-63584,Valmont Sweaters Ltd.
E. H. Fabrics Ltd.,/companies/bd/C-63246,E. H. Fabrics Ltd.
C.K. Sweaters Ltd.,/companies/bd/66829,C.K. Sweaters Ltd.
Vintage Denim Ltd.,,
DNV Clothing Ltd.,/companies/bd/C-59640,DNV Clothing Ltd.
Consumer Knitex Ltd.,,
Alcon Knitwears Ltd.,/companies/bd/65336,Alcon Knitwears Ltd.
Cosmopolitan Fashions (Pvt.) Ltd.,,
Fashion Flash Ltd.,,
Provatex Apparels Ltd.,,
Shepherd Textiles (BD) Ltd.,,
S. Suhi Ind. Park Knit Composite Ltd.,,
Sweater Zone Ltd.,,
Apparel Gallery Ltd.,,
Echotex Ltd.,,
New Wave Bottoms Ltd.,/companies/bd/C-68280,New Wave Bottoms Ltd.
Viking Design (Pvt.) Ltd.,,
Hi Fashion Composite Textiles Ltd.,/companies/bd/C-66019,Hi Fashion Composite Textiles Ltd.
Scarlet Knitwears Ltd.,,
EWINGS GARMENTS AND TEXTILES INT'L LTD.,/companies/bd/C-68571,EWINGS GARMENTS AND TEXTILES INT'L LTD.
B.H.M.L. Sweaters Ltd.,/companies/bd/66296,B.H.M.L. Sweaters Ltd.
Taati Fashion Apparels Ltd.,,
Maooa Style & Design LTd.,,
One Up Sweaters Ltd.,/companies/bd/67785,One Up Sweaters Ltd.
Banga Fashion Limited,/companies/bd/C-61057,Banga Fashion Limited
Success Fashions (Pvt.) Ltd.,,
Rupa Fabrics Ltd.,/companies/bd/67105,Rupa Fabrics Ltd.
Nazim Fashion Ltd.,,
Bg Collection Ltd,/companies/bd/C-56877,Bg Collection Ltd
Fakhruddin Textile Mills Ltd.,,
Nebula Fashion Ltd.,,
4S-Park Style Ltd.,,
Matsuoka Apparels Ltd.,,
Perfect Fashion,,
Alive Apparels Ltd.,,
Orchid Styles Ltd.,/companies/bd/67376,Orchid Styles Ltd.
Delicate Knitwears Ltd.,,
Tung Hai Knitting And Dyeing Limited.,/companies/bd/C-52951,Tung Hai Knitting And Dyeing Limited.
M.L Knit Composite Ltd.,/companies/bd/C-65012,M.L Knit Composite Ltd.
Jeans Plus Ltd.,/companies/bd/C-67917,Jeans Plus Ltd.
Wasif Knit Composite Ltd.,,
Fahim Attire And Composite Ltd.,,
I Want Fashion and Design Ltd.,/companies/bd/C-63984,I Want Fashion and Design Ltd.
Uni Gears Ltd.,/companies/bd/C-45617,Uni Gears Ltd.
Sun Cherry Body Fashion MFTY Ltd.,,
Taratex (BD) Ltd.,,
Century Apparels Ltd.,,
RK SWEATERS LIMITED,/companies/bd/C-91324,RK SWEATERS LIMITED
Mahboob Apparels Ltd.,,
J.L. Sweaters Ltd.,/companies/bd/C-69387,J.L. Sweaters Ltd.
Rebecca Fashions Ltd.,,
Torque Fashions Ltd.,,
Vision Garments Ltd.,,
Vision Composite Knit Ltd.,,
Denim Export Processing Ltd.,,
Eskimo Fashions Ltd.,,
Ripon Knitwear Ltd.,,
K S S KNIT COMPOSITE LTD.,/companies/bd/C-65698,K S S KNIT COMPOSITE LTD.
Spectra Sweaters Ltd.,,
Khondker Fashions Ltd.,,
Phantom Tac Ltd.,/companies/bd/68345,Phantom Tac Ltd.
Stilvoll Knitwears Ltd.,,
Imperial Elite Wear Ltd.,,
Aswad Compisite Mills Ltd.,,
Iris Fabrics Ltd.,/companies/bd/C-59314,Iris Fabrics Ltd.
Sun Power  Sweaters,,
Dhakarea Ltd.,,
Daania Fashion Ltd.,,
Space Sweater Ltd.,/companies/bd/C-62755,Space Sweater Ltd.
Prova Knitwear Ltd.,,
Jabbar Garments Ltd.,,
Shaya Apparels Ltd.,,
SQ Quantum Clothing Ltd.,,
SQ Loop Ltd.,,
Jeans & Polo Ltd.,/companies/bd/69905,Jeans & Polo Ltd.
Trendy Sweater Ltd.,,
Tanzila Textile Ltd.,,
Bea-Con Knit Wear Ltd.,,
Shampa Garments Ltd.,,
Aman Sweaters Ltd.,/companies/bd/68496,Aman Sweaters Ltd.
Tangon Garments Ltd.,/companies/bd/C-61890,Tangon Garments Ltd.
Starlet Apparels Ltd.,,
Susuka Knit Ltd.,,
Prime Jeans Culture Ltd.,/companies/bd/67846,Prime Jeans Culture Ltd.
Haseen Apparels Ltd.,,
Cassiopea Fashion Ltd.,,
Network Clothing Ltd.,,
Az Stitch Ltd.,/companies/bd/C-61004,Az Stitch Ltd.
T.M.F. Clothing Ltd.,/companies/bd/C-68765,T.M.F. Clothing Ltd.
Shangu Tex Ltd.-2,,
Divine Fabrics Ltd.,,
A & A Trousers Ltd.,,
Divine Knitwears Ltd.,,
Anfi Apparels (Pvt.) Ltd.,/companies/bd/C-64617,Anfi Apparels (Pvt.) Ltd.
Tweed Sweaters Ltd.,/companies/bd/C-68998,Tweed Sweaters Ltd.
Dressmen Fashion Wear Ltd.,,
Epic Garments Manf. Co. Ltd.,,
Atlantis Garments & Buying Ltd.,,
Pinnacle Knit Wears Ltd.,,
Ordian Fashion Ltd.,,
Nazim Sweaters Ltd.,,
F.S. Sweaters Ltd. (U-2),,
Kajana Fashion Ltd.,,
Saki Fashion Ltd.,,
Mozart Knit Ltd.,,
Rising Knit Textiles Ltd.,,
Salna Tex Ltd.,/companies/bd/C-64053,Salna Tex Ltd.
Shadowline Lingerie Ltd.,,
Haji Apparels Ltd,/companies/bd/C-61169,Haji Apparels Ltd
Aurun Sweater Ltd.,,
Navana Textiles Ltd. (U-2),,
Stoffa Tex Fashions Ltd.,/companies/bd/65368,Stoffa Tex Fashions Ltd.
Meek Knit Ltd.,,
A.M. Composite Ltd.,,
Ananta Denim Technology Ltd.,,
Rongdhonu Sweater Ltd.,,
T.M. Designers Ltd.,/companies/bd/C-70896,T.M. Designers Ltd.
Kimberly Garments Ltd.,/companies/bd/66268,Kimberly Garments Ltd.
Temacos Fashion Wear Ltd.,,
Jalal Ahmed Knit Composite Ltd.,,
Sea View Knit Composite Ltd.,,
Ready Knit Apparels Ltd.,,
Dong Bang Facilities (BD) Ltd.,,
Indesore Sweater Ltd.,,
Pantaloon Jeans Ltd.,/companies/bd/C-69893,Pantaloon Jeans Ltd.
KM Apparels Knit (Pvt.) Ltd.,,
Rip Apparels Ltd.,/companies/bd/69211,Rip Apparels Ltd.
Manami Fashions Ltd.,/companies/bd/C-41931,Manami Fashions Ltd.
Chantik Garments Ltd.,,
Irene Knitwear Ltd.,/companies/bd/67136,Irene Knitwear Ltd.
Orchard Sweaters Limited,/companies/bd/C-56335,Orchard Sweaters Limited
Hall-Mark Fashion Ltd.,,
A.B. Sweater Inds. (BD) Ltd.,,
Daiyan'S Jeans Ltd.,/companies/bd/C-59571,Daiyan'S Jeans Ltd.
Global Merchants Ltd.,,
Hagh Knitwears Ltd.,,
Atam Knitwear Ltd.,,
Abc Knit Dyeing And Finishing Mills Ltd.,/companies/bd/C-26441,Abc Knit Dyeing And Finishing Mills Ltd.
Continental Clothing Ltd.,,
Winsome Knit Composite Ltd.,/companies/bd/69503,Winsome Knit Composite Ltd.
Q. Point Sportswear Ltd.,/companies/bd/C-69653,Q. Point Sportswear Ltd.
LRB Sportswear Ltd.,,
Arizona Tex Ltd.,/companies/bd/C-69313,Arizona Tex Ltd.
A.I.R. Apparels Ltd.,/companies/bd/65540,A.I.R. Apparels Ltd.
Abg Sweaters Ltd.,/companies/bd/C-64816,Abg Sweaters Ltd.
Caremake Sweater Ltd.,,
MOHAMMADI KNIT STAR LIMITED,/companies/bd/C-69977,MOHAMMADI KNIT STAR LIMITED
Ark Pullover Ltd.,/companies/bd/C-68266,Ark Pullover Ltd.
Wisteria Textiles Limited,/companies/bd/C-57225,Wisteria Textiles Limited
Raiyan Knit Composite Ltd.,,
Rain Knit Wears Ltd.,,
Lazim Apparels Ltd.,,
S.I. Knitting Ltd.,/companies/bd/67142,S.I. Knitting Ltd.
Taif Designs Ltd.,/companies/bd/C-64325,Taif Designs Ltd.
Golden Thread Ltd.,,
Nandan Sweater (Pvt.) Ltd.,,
Babui Tex Ltd.,/companies/bd/69881,Babui Tex Ltd.
Garment Needs Ltd.,,
Nar Sweaters Ltd.,/companies/bd/66312,Nar Sweaters Ltd.
Ameerah Apparels Ltd.,,
SIR Denim Ltd.,/companies/bd/70001,SIR Denim Ltd.
Goal Line Knit Wear Ltd.,,
Suchi Fashion Ltd.,,
Cherry Knit Wear Ltd.,,
M.H.R. Fashion Ltd.,/companies/bd/66890,M.H.R. Fashion Ltd.
Needle Touch Garments Ltd.,,
NURANI DYEING & SWEATER LTD.,/companies/bd/CH-5656,NURANI DYEING & SWEATER LTD.
L Usine Fashion Ltd.,,
Tex Bay Ltd.,/companies/bd/C-51186,Tex Bay Ltd.
MAHMUD JEANS LIMITED,/companies/bd/CH-6232,MAHMUD JEANS LIMITED
Ama Syntex Limited,/companies/bd/C-56231,Ama Syntex Limited
K.T.J. Gloves Ltd.,/companies/bd/70049,K.T.J. Gloves Ltd.
RMM KNIT CLOTHING LIMITED,/companies/bd/CH-6255,RMM KNIT CLOTHING LIMITED
Tasin Sweaters Ltd.,,
Epic Garments Mafg. Co. Ltd.(U-2),,
Fashion F.X. Ltd.,/companies/bd/C-71508,Fashion F.X. Ltd.
Euro Fashion,,
Nex Trade Knit Ltd.,,
Salim & Brothers Ltd. (U-2),,
Galaxy Sweaters & Yarn Dy. Ltd.,,
Angora Fashions Ltd.,,
In Fashion Ltd.,/companies/bd/C-59537,In Fashion Ltd.
Nimbgen Fashion Ltd.,,
Navid Woolwears Ltd.,,
Panshi Knit (Pvt.) Ltd.,,
Arva Textile Ltd.,/companies/bd/C-61122,Arva Textile Ltd.
A.R.B. Knitting & Dyeing Inds. Ltd.,,
Skamp Garments Inds. Ltd.,,
B.H.I.S FASHIONS LTD.,/companies/bd/C-72734,B.H.I.S FASHIONS LTD.
Dharla Fashion Ltd.,,
RISING COTTON EXCEL KNIT LTD.,/companies/bd/C-66488,RISING COTTON EXCEL KNIT LTD.
Gemtex Limited,,
Southern Poshak Shilpa Ltd.,,
N.Y. SWEATER LIMITED,/companies/bd/C-72636,N.Y. SWEATER LIMITED
Asha Industries Ltd.,/companies/bd/C-47768,Asha Industries Ltd.
Nightqueen Sweaters Ltd.,,
Parkview Dresses Ltd.,,
Le-Nouveautex Knit Fashion,,
Lientex Composite Knit Ltd.,,
Abrar Sweater,,
Astro Stich Art Ltd.,,
Camio USA Knitwear Ltd.,,
Sunmoon Bangladesh Ltd.,,
Nabik Apparels Ltd.,,
Amantex Ltd.,,
Dress Me fashion Ltd.,,
Sujas Garments (Pvt) Ltd.,,
Petronas Sweaters Ltd.,,
Woolsey Knitwear Ltd.,,
SQ Crystal Celsius Ltd.,,
Yongtai Inds. (BD) Ltd.,,
Hq Knitwear Ltd.,/companies/bd/C-59418,Hq Knitwear Ltd.
BUNON SWEATER (PVT) LTD.,/companies/bd/C-72733,BUNON SWEATER (PVT) LTD.
Seasons Dresses Ltd.,,
"JINNAT KNITWEARS LIMITED,",/companies/bd/C-67514,"JINNAT KNITWEARS LIMITED,"
Amotex Ltd. (Woven Unit),,
Muazuddin Knit Fashion Ltd.,,
Maa Moni Apparels,,
Kc Apparels Limited.,/companies/bd/C-43893,Kc Apparels Limited.
Sigma Fashions Ltd.,,
Graphics Textiles Ltd.,,
Target Fine Wear Inds. Ltd.,,
Fabrica Knit Composite Ltd.,,
J.M.S. Composite Knitwear Ltd.,/companies/bd/65702,J.M.S. Composite Knitwear Ltd.
Versatile Attire Ltd.,/companies/bd/C-72090,Versatile Attire Ltd.
ZUMA FASHIONS LIMITED.,/companies/bd/C-73422,ZUMA FASHIONS LIMITED.
Muntaka Apparels Ltd.,,
Pantaloon Fashion Ltd.,,
Zeem Sweater Ltd.,,
The Civil Engineers Ltd. (Sweater Unit),,
Fiat Fashion Ltd.,,
Cheery Knit Collection Ltd.,,
Radiance Jeans Ltd.,/companies/bd/C-69016,Radiance Jeans Ltd.
Triple Seven Apparels Ltd.,,
Lithium Knit Fabrics Ltd.,,
Hannan Knit & Textiles Ltd.,,
Atn Collection Ltd.,/companies/bd/C-58217,Atn Collection Ltd.
Cocoon Apparels Ltd.,,
Zamila Sweaters Ltd.,,
Panagea Fashion Wear Ltd.,,
Dudi Knit Fashion Ltd.,,
Basuni Knitting Mills Ltd.,,
Running Fashions Ltd.,,
Lucent Sweaters Ltd.,,
Youngones (Bangladesh) Limited,/companies/bd/C-8241,Youngones (Bangladesh) Limited
President Apparel Ltd.,,
Dignity Garments Ltd.,,
A.N. Garments Ltd.,/companies/bd/C-11927,A.N. Garments Ltd.
The Chic Wear Ltd.,,
Everest Garments Ltd.,,
Lovely Garments Ltd.,,
Adonis Garments (Pvt.) Ltd.,/companies/bd/C-12659,Adonis Garments (Pvt.) Ltd.
Lodestar Garments Ltd.,,
786 Garments & Textiles.,,
Anupam Hosiery Inds. (Pvt.) Ltd.,,
Max Reliance Apparels Limited.,/companies/bd/C-21136,Max Reliance Apparels Limited.
Asia Apparels Manf. Co.(Pte) Ltd.,/companies/bd/C-22574,Asia Apparels Manf. Co.(Pte) Ltd.
Dewan Fashion Wears Ltd.,/companies/bd/C-23861,Dewan Fashion Wears Ltd.
Capri Garments Ltd.,,
R.R. Products Ltd.,,
N.and N. Fashion Ltd.,/companies/bd/C-23535,N.and N. Fashion Ltd.
Shishir Apparels Ltd.,,
Sylvana Apparels Ltd.,,
Urfi Garments Ltd.,/companies/bd/C-22703,Urfi Garments Ltd.
Dewan Textile Mills Ltd.,/companies/bd/C-2798,Dewan Textile Mills Ltd.
Mascot Fashion Wear Ltd.,,
Jahanara Fashions Ltd.,,
Sanjari Toys (Pvt.) Ltd.,,
Marina Knit Fashions Ltd.,,
Venus Fashions Limited,/companies/bd/C-22736,Venus Fashions Limited
Mushroom Garments Ltd.,,
The Knit Apparels Industry Ltd.,,
Niaz Garment Industry (Pvt.) Ltd.,/companies/bd/C-21603,Niaz Garment Industry (Pvt.) Ltd.
Haidory Textile & Garments Ltd.,,
Pantex Ltd.,,
May Apparels Inds. Ltd.,,
Avenue Apparels,,
Muslin Textile Mills Ltd.,,
Recent Fashions Limited,,
Nethee Apparels Ltd.,,
Sidko Apparels Ltd.,,
B.P. Sweater (Pvt.) Limited,/companies/bd/C-34376,B.P. Sweater (Pvt.) Limited
Mervellous Fashion Ltd.,,
Textile N Design Ltd.,/companies/bd/C-37468,Textile N Design Ltd.
Gold Land International Ltd.,/companies/bd/C-39310,Gold Land International Ltd.
Chowdhury Associates Ltd.,,
Mahbub Knit Fashion Ltd.,,
Eebana Fashion Designs Ltd.,,
Ratna Fashion Ltd.,,
Fashion Craft Knit Wear Ltd.,,
Macro Knitwears Ltd.,,
Shahjalal Knit Fashions Ltd.,,
Haidory Composite Knit Kit Wear Ltd.,,
Anindya Apparels Ltd.,,
Surma Garments Ltd. (U-2),,
Supasox Limited (U-2),,
Arba Garments and Industry Ltd.,/companies/bd/C-51836,Arba Garments and Industry Ltd.
Solitaire Knit Wears Ltd.,,
Vintage Knitwears Ltd.,,
Ayasha and Galeya Fashions Ltd.,/companies/bd/C-58911,Ayasha and Galeya Fashions Ltd.
Ever Youth Company Ltd.,,
Bonny and Bonny Apparels (Pvt.) Ltd.,/companies/bd/C-59191,Bonny and Bonny Apparels (Pvt.) Ltd.
N.B. Garments Ltd.,/companies/bd/C-20635,N.B. Garments Ltd.
Kuliarchar Fashions Apparels Ltd.,,
Rahman Knitting & Yarn Processing Inds. (Pvt) Ltd.,,
Century Knitwear Ltd.,,
Venture Apparels Limited,/companies/bd/C-24871,Venture Apparels Limited
Angels Composit Knitting Inds.(Pvt) Ltd.,,
Noman Apparels,,
Balaka Apparels Ltd.,,
Asm Garments Ltd.,/companies/bd/C-37366,Asm Garments Ltd.
Tasniah Fabrics Ltd.,,
Good Guys Limited,/companies/bd/C-40403,Good Guys Limited
Azmeri Composite Knit Ltd.,/companies/bd/C-42761,Azmeri Composite Knit Ltd.
Arizma Ltd.,,
Tex Eleeta (Pvt.) Ltd.,/companies/bd/C-51882,Tex Eleeta (Pvt.) Ltd.
Fulpur Knit & Garments Ltd.,,
Angee Knitwear Ltd.,,
Galimpur Sweater Ltd.,,
Isamoti Fashion Ltd.,/companies/bd/C-58803,Isamoti Fashion Ltd.
Teen Age Modern Fashion Ltd.,/companies/bd/C-60051,Teen Age Modern Fashion Ltd.
Samycon Knitex Ltd.,,
First Textile (BD) Ltd.,,
Cotton Zone Limited,/companies/bd/C-62742,Cotton Zone Limited
Shatabdi Fashions Wear Ltd.,,
Shohana Knitwear Ltd.,,
Litun Fabrics Limited,/companies/bd/C-40983,Litun Fabrics Limited
Desh Bangla Cap Industry (DBCI),,
Standard Garments Industries Ltd.,,
Joy Industries Ltd.,/companies/bd/C-12816,Joy Industries Ltd.
Mona Garments Ltd.,/companies/bd/C-13759,Mona Garments Ltd.
Albatross Ltd.,/companies/bd/C-12930,Albatross Ltd.
Khalil Fashions Ltd.,/companies/bd/C-11730,Khalil Fashions Ltd.
Leela Garments Ltd.,/companies/bd/C-20346,Leela Garments Ltd.
Juki Garments,,
Pal Apparels Industries,,
Mona Knitwears,,
Jesmin Garments Ltd.,,
Kapotakkha Apparels Ind. Ltd.,,
Rims Apparels (Pvt.) Ltd.,,
Integrity Apparels Ltd.,,
Raiment Limited,,
International Trading Services Ltd.,,
Wills Apparels Limited,/companies/bd/C-21072,Wills Apparels Limited
Green Fashions (Pvt.) Ltd.,,
Ashik Garments Ltd.,,
Onix Apparels Ltd.,/companies/bd/C-22656,Onix Apparels Ltd.
Nerob Fashion (Pvt.) Ltd.,,
Five Star Knitting Apparels Ltd.,/companies/bd/C-22899,Five Star Knitting Apparels Ltd.
Bedita Enterprise Ltd.,/companies/bd/C-22584,Bedita Enterprise Ltd.
Mridha Fashions Ltd.,/companies/bd/C-23302,Mridha Fashions Ltd.
3A Garments & Hosiery (Pvt.) Ltd.,,
Lapin Dresses Ltd.,,
Shah Sufi Apparel & Textile,,
Makbo Apparels Ltd.,,
Rafty Apparels Ltd.,/companies/bd/C-22913,Rafty Apparels Ltd.
Aries Apparels (Pvt.) Ltd.,,
Human Fashion Ltd.,/companies/bd/C-22655,Human Fashion Ltd.
Shawon Textile Inds. (Pvt) Ltd. (Unit-2),,
Lufa Fashion Ltd.,/companies/bd/C-29490,Lufa Fashion Ltd.
Kings Garments Industries Ltd.,/companies/bd/C-23938,Kings Garments Industries Ltd.
Optima Textile (Pvt.) Ltd.,/companies/bd/C-25106,Optima Textile (Pvt.) Ltd.
S.M. Syndicate,,
Sung Jin (BD) Limited,,
Artificial Plant & Radiant Knit.Dye.Ltd.,,
Razia Knit Garments Ltd.,/companies/bd/C-26199,Razia Knit Garments Ltd.
Falcon Knitwears (Pvt.) Ltd.,,
Chandrima Garments (Pvt) Ltd.,,
Peerless Sweaters Bangladesh Ltd.,,
Gem Knitwear Fabrics Co. Ltd.,/companies/bd/C-25081,Gem Knitwear Fabrics Co. Ltd.
Wills Sportswear Limited,/companies/bd/C-35075,Wills Sportswear Limited
C.B.M. International Ltd.,/companies/bd/C-35282,C.B.M. International Ltd.
Polymer Knitwear Inds. Ltd.,,
M.R.S. Fashion Ltd.,,
Haidory Apparels Ltd.,,
Atia Garments Inds. Ltd.,,
Tex-Fashion Ltd.,,
Ak Fashions Ltd.,/companies/bd/C-36162,Ak Fashions Ltd.
Shaas Garments Ltd.,,
Venix Bangladesh Ltd,/companies/bd/C-38434,Venix Bangladesh Ltd
Fahriaz Fashion,,
Cotton Home Limited,/companies/bd/C-41518,Cotton Home Limited
Mousumi Apparels (Pvt) Ltd.,,
Alpha Fashion (Pvt) Ltd.,,
Dress & Dress Ltd.,,
Naas Apparels Ltd.,,
Tex Fashion Knitwear Limited,/companies/bd/C-42380,Tex Fashion Knitwear Limited
Beijing Sports Wear Limited.,/companies/bd/C-43649,Beijing Sports Wear Limited.
Islam Attires Limited,/companies/bd/C-57938,Islam Attires Limited
A P S Design Works Limited,/companies/bd/C-51408,A P S Design Works Limited
Jann Composite Mills Limited,/companies/bd/C-57092,Jann Composite Mills Limited
Anupam Knitex Ltd.,,
Carlos Leather Fashion Ltd.,/companies/bd/C-30413,Carlos Leather Fashion Ltd.
Liberty Garments Inds. Ltd.,,
Monde Limited,/companies/bd/C-20577,Monde Limited
Mamataz Apparels Limited,,
Sarhind Garments Ltd.,,
Brothers Industries Ltd.,,
Look Fashions Ltd.,/companies/bd/C-25105,Look Fashions Ltd.
R.T.N. Fashions Ltd.,/companies/bd/C-27844,R.T.N. Fashions Ltd.
Haesong Corporation Ltd.,,
Teesta High Fashion Ltd.,/companies/bd/C-30883,Teesta High Fashion Ltd.
Evershine Fashions Limited,,
M.H. Fashion Ltd.,/companies/bd/C-32755,M.H. Fashion Ltd.
Tracker Fashions Ltd.,,
Nascent Knitwears (Pvt) Ltd.,,
Sharoj Apparels Ltd.,,
Usha Sweater Co. Ltd.,,
Multi Apparels (Pvt) Ltd.,,
Fashion 2000,,
Anu Fashions (Pvt.) Ltd.,/companies/bd/C-35971,Anu Fashions (Pvt.) Ltd.
A.S Fashion Ltd,,
Anzir Apparels Ltd.,/companies/bd/C-40432,Anzir Apparels Ltd.
Walligan Knit Wears Ltd.,,
Stylex Industries Ltd.,,
Ardour Apparels Soursing Ltd.,,
Reaz Export Apparels Ltd.,,
Yihoo Fashions Ltd.,/companies/bd/C-41836,Yihoo Fashions Ltd.
Reya Sweaters (Pvt.) Limited,/companies/bd/C-40334,Reya Sweaters (Pvt.) Limited
Kamran Sweaters Ltd.,,
Sakib Sweater Limited,/companies/bd/C-44081,Sakib Sweater Limited
Zayma Fashions (Pvt) Limited,/companies/bd/C-42542,Zayma Fashions (Pvt) Limited
Shishir Dresses (Pvt) Ltd.,,
Maeris Sweater Ltd.,,
Siyam Sweater Ltd.,,
Euro Bangla Sweaters Ltd.,,
Rancon Sweaters Ltd.,,
Naliza Sweaters Ltd.,,
N.K. Sweaters Ltd.,/companies/bd/C-47745,N.K. Sweaters Ltd.
